age,income,loan,credit,approved
59,52590,5000,673,1
58,119777,122908,688,0
54,40656,126456,675,0
23,94562,5000,683,1
69,66528,64836,703,0
43,110148,8194,575,0
51,147739,146753,670,1
73,59312,219554,676,0
62,53114,88541,718,0
23,101632,5000,660,1
54,31719,5000,716,0
74,139658,49579,634,1
50,132840,17527,641,1
70,35035,5000,701,1
39,25000,36349,607,0
38,28576,198989,640,0
23,29185,94456,645,0
23,107070,5000,649,1
72,136966,28526,684,1
65,106605,59876,617,0
21,65552,69394,723,0
47,88699,5000,660,1
28,40208,20613,708,0
47,118888,50881,594,0
48,92281,15075,479,0
41,105927,5000,746,1
72,45898,17867,694,1
26,68256,92731,718,0
72,104002,5000,772,1
20,132740,5000,614,0
68,50676,141825,553,0
48,106218,14013,748,1
57,46517,38952,725,1
54,159687,5000,757,1
53,58407,5000,796,1
41,100740,205174,597,0
48,81624,162441,745,0
23,179212,67830,662,1
19,84196,5000,747,1
37,54397,5000,808,1
45,100580,5000,681,1
28,99689,5000,627,1
21,68701,5000,585,0
32,31209,92459,522,0
23,53880,5000,781,1
71,110259,5165,786,1
66,25000,5423,750,1
47,65078,102258,658,0
73,114794,101456,735,1
55,71260,42959,701,0
68,161948,132274,598,0
74,25000,5000,760,1
19,36545,169753,715,0
32,25000,5000,731,1
28,154747,5000,702,1
25,37200,5000,689,1
43,25000,5000,704,1
68,50523,5000,660,1
62,25000,120289,722,0
61,50808,5000,816,1
22,76649,5000,712,1
23,107196,5000,758,1
43,68013,25397,597,0
71,76011,151979,736,0
21,51736,47683,715,0
36,25000,105510,755,0
37,25000,62146,650,0
50,60420,5000,748,1
37,78385,78108,629,1
66,57455,5000,759,1
29,25000,5000,764,1
64,83056,5000,602,0
18,140172,21711,705,1
43,70414,10110,664,1
31,51818,5000,714,1
55,72580,7930,682,1
54,30824,51417,664,0
28,28244,7924,639,1
53,93056,16192,780,1
30,114612,189374,628,0
60,69116,113164,641,0
20,25000,5000,592,0
50,89133,38535,739,1
23,157695,32273,752,1
67,65244,36396,707,0
73,67886,28325,626,1
27,40094,36975,560,0
22,94254,9857,719,1
40,48160,5000,742,1
27,115860,5000,644,1
61,48696,5000,685,1
19,88671,85606,569,0
30,73146,68567,624,1
57,137204,190927,707,0
19,91379,5000,672,1
37,130480,5000,693,1
18,79344,123358,759,0
54,68170,58711,593,0
26,73472,160522,694,0
34,44143,148101,632,0
26,96266,5000,667,1
28,47385,50589,700,0
32,79498,51012,591,0
41,109208,28174,634,1
55,138341,5000,651,1
72,81514,154966,707,0
52,109448,27837,757,1
47,104675,5000,562,0
48,59704,5000,633,1
66,159312,195693,669,0
22,51950,5000,669,1
61,78639,127402,709,0
67,133164,113397,593,0
31,132178,9529,665,1
70,75572,45127,651,1
73,114616,24426,730,1
28,66041,5000,685,1
26,55452,5000,648,1
51,26488,143653,765,0
29,103955,16120,642,1
52,108168,5000,624,1
52,52284,73934,721,0
18,85724,64116,646,1
57,181039,5000,684,1
39,120867,5000,801,1
46,38940,5000,645,1
25,115062,234010,612,0
28,39125,5000,664,1
58,25000,5000,658,1
54,74183,5000,733,1
31,137528,5000,584,0
47,130897,15357,850,1
52,90089,128806,629,0
38,53330,37787,716,1
54,94457,5000,745,1
22,64233,5000,693,1
36,54453,43968,723,1
31,117480,5000,684,1
43,53958,14734,724,1
21,120089,241656,650,0
42,51312,5000,634,1
62,157339,5000,555,0
59,25000,5000,710,1
42,36729,5000,655,1
35,68785,132888,706,0
57,25000,5000,657,1
25,25000,5000,766,1
56,25000,5000,668,1
57,63316,5000,636,1
31,64331,25611,652,1
49,88319,5000,715,1
68,67119,5000,850,1
55,86980,5000,776,1
50,56991,59252,595,0
40,103592,5000,696,1
32,98772,77942,625,0
50,61932,165882,652,0
42,96320,95159,658,1
34,67374,47268,673,1
50,25000,94975,741,0
64,111179,208169,661,0
72,38727,5000,691,1
19,110752,80617,679,1
31,87961,5000,631,1
70,71619,49337,642,0
57,25000,5000,637,1
57,136589,90471,726,1
68,60475,52393,653,0
56,100382,149960,803,0
68,70441,8298,625,1
23,64142,5752,625,1
23,82712,6551,605,0
20,76062,226891,672,0
24,64320,80679,642,0
68,72787,137573,655,0
25,92082,87948,751,1
59,94912,100556,668,0
69,76734,5000,653,1
32,99837,5000,700,1
64,58037,5000,693,1
46,163995,34726,732,1
50,134423,21719,738,1
69,105497,5000,711,1
47,25000,33435,745,0
56,99240,5000,632,1
44,61534,92117,671,0
53,35852,38316,688,0
46,60516,129628,686,0
55,40286,47027,850,0
74,95272,5000,756,1
50,139639,5000,754,1
54,108041,5000,659,1
44,185501,5000,675,1
72,25000,59724,733,0
50,54758,5000,785,1
21,37278,78393,620,0
39,124174,138306,646,0
19,66177,5000,666,1
27,82580,29791,698,1
22,100347,26180,734,1
27,25000,55138,730,0
50,50146,84932,711,0
71,114890,157020,626,0
55,53076,5000,668,1
30,25000,5000,586,0
48,38909,45080,748,0
64,63549,65960,682,0
53,81670,87625,598,0
62,72167,5000,844,1
41,50431,5000,501,0
69,112572,127517,675,0
73,69837,70997,772,0
32,83376,5000,646,1
46,52561,5000,691,1
25,135357,5000,713,1
22,59334,85631,519,0
46,77987,64783,603,0
64,116399,5000,675,1
21,86201,79529,674,1
29,85203,22944,585,0
62,25000,131365,678,0
19,102225,5000,717,1
44,77223,5000,770,1
48,96662,39207,694,1
68,82328,5000,616,0
68,52633,5000,720,1
53,110772,177315,728,0
53,82925,143676,668,0
43,25000,5000,653,1
60,127340,47625,647,1
44,25000,5000,723,1
22,111037,166098,670,0
37,134477,90811,703,1
28,30748,110292,627,0
27,70089,9876,685,1
57,66362,123975,602,0
55,68161,124188,639,0
23,148209,16828,683,1
25,31211,5000,627,1
40,62737,64816,652,0
64,135132,19877,733,1
43,62082,178204,659,0
63,37568,34050,654,0
60,85520,38516,617,0
29,107225,94558,643,1
43,59286,30262,679,1
30,97174,85548,724,0
57,25000,5000,572,0
35,25000,5000,736,1
42,57396,5000,653,1
50,98600,5000,673,1
64,105459,39489,729,1
57,27719,69922,835,0
60,103976,66451,718,0
29,81660,30805,645,1
61,39831,5000,692,1
53,25000,85906,709,0
65,84192,5000,581,0
21,126582,5000,604,0
22,76420,33615,708,1
73,37603,93716,717,0
54,25000,80184,706,0
25,136179,21973,725,1
59,116674,65580,654,1
66,87083,5000,755,1
45,134119,5000,807,1
48,83956,5000,634,1
75,53758,5000,591,0
26,97205,5000,674,1
71,41810,13294,741,1
68,35174,5000,726,1
46,105864,9460,690,1
31,109230,5000,518,0
57,25000,60855,631,0
58,25528,5000,757,1
39,57198,5000,557,0
28,46547,5000,681,1
40,94059,154080,639,0
18,76921,157867,725,0
63,121596,5000,563,0
54,87690,11157,658,1
38,49216,104223,690,0
43,25000,5000,655,1
63,82178,5000,722,1
53,25000,5000,572,0
71,48721,55016,601,0
40,46130,239231,657,0
74,54662,96232,703,0
18,25000,5000,715,1
71,45988,5000,692,1
72,120836,8579,615,0
68,120725,5000,638,1
57,136299,5000,757,1
32,75405,89994,821,0
38,85848,5000,722,1
64,121424,59745,704,1
26,25000,172594,599,0
70,107225,5000,693,1
26,127093,51970,562,0
27,39441,5000,771,1
69,130305,63240,719,1
74,157308,134003,675,1
70,106113,129875,598,0
43,98780,33384,692,1
58,30208,5000,574,0
52,117768,48944,657,1
69,33976,34088,709,0
42,89789,66891,630,1
43,93843,5000,677,1
28,25000,5000,843,1
55,91232,12535,554,0
19,179858,83317,625,1
24,25000,93934,661,0
35,72844,5000,642,1
44,25000,5000,711,0
51,39234,59011,717,0
44,25000,88553,683,0
34,81381,19267,689,1
60,106744,5000,554,0
61,91389,5000,713,1
68,37792,161147,693,0
71,50624,47738,631,0
41,85890,111071,793,0
42,39043,5000,674,1
24,25000,126819,695,0
69,65434,101574,677,0
23,37211,21806,564,0
70,91462,78715,609,0
41,126947,133514,660,0
50,178903,5000,748,1
66,88522,5000,647,1
46,100838,71922,694,1
60,51027,31619,711,0
39,53504,62903,624,0
43,126362,85052,614,0
45,63946,69889,632,0
67,77917,9773,628,1
38,123919,15283,603,0
66,64254,154427,740,0
24,135016,36896,720,1
34,97921,138425,604,0
37,93215,143985,691,0
58,49072,5000,657,1
66,95365,88840,671,0
37,57838,5000,682,1
71,93776,159373,576,0
39,70926,45084,540,0
45,113672,41201,681,1
57,73729,5000,652,1
66,156514,5000,664,1
24,63978,48095,634,1
18,53617,37279,679,0
49,88844,5000,562,0
30,118114,100267,681,0
47,117803,29803,500,0
40,81671,5000,628,1
68,88563,87630,645,0
73,88621,5000,550,0
36,31885,5000,768,1
49,115962,37692,673,1
47,25000,5000,626,1
46,31960,44248,811,0
66,77201,95308,695,0
62,62205,108760,704,0
46,106846,69811,663,0
47,92894,5000,640,1
33,80528,5000,693,1
57,29978,30433,480,0
36,76062,31206,547,0
35,72899,5000,573,0
18,83887,5000,511,0
31,57798,94828,711,0
68,95912,70299,624,1
64,61137,5323,759,1
67,92164,112372,659,0
19,106841,5000,612,0
71,53616,95776,663,0
45,44113,84767,746,0
66,94054,89735,650,1
67,25000,53716,755,0
47,119466,5000,745,1
55,75438,77359,628,0
68,70409,5000,634,1
21,96840,46419,630,0
18,94358,5000,583,0
25,75260,5000,564,0
46,110144,18540,633,1
72,48104,61977,497,0
56,103494,75375,588,0
20,31855,165655,701,0
49,95425,41850,569,0
27,61885,5000,756,1
27,25000,93997,708,0
36,85265,57010,796,1
63,73622,14770,811,1
51,25000,5000,718,1
50,25000,5000,624,1
40,68909,5000,550,0
72,139729,5000,563,0
45,87840,107240,803,0
49,48267,64783,561,0
67,118274,37444,650,1
24,111288,5000,750,1
46,125863,117149,604,0
25,102355,5000,758,1
18,110436,19520,661,1
74,104244,108571,681,0
72,55899,5000,645,1
20,25000,44083,601,0
41,54154,5000,714,1
40,119197,39692,706,1
25,59759,5000,717,1
71,69181,77495,737,0
74,28368,128603,636,0
64,52956,231066,706,0
54,74636,20928,729,1
20,94702,89037,695,0
68,56653,57372,637,0
50,53858,63286,691,0
45,108687,148063,527,0
64,88010,5000,693,1
25,92946,5000,588,0
51,136132,15962,668,1
52,54797,5000,637,1
49,73039,29882,670,0
41,97046,82637,558,0
31,40139,96268,716,0
49,84161,15293,730,1
73,75887,121362,598,0
63,186091,5000,571,0
60,78994,216030,603,0
33,121277,75380,718,1
21,108197,5000,662,1
69,28737,66968,652,0
54,25000,17777,656,1
71,84880,5000,619,0
38,125293,33752,690,1
31,86516,102920,772,0
48,78154,107103,604,0
72,63636,50135,710,1
65,25000,106621,663,0
35,36579,64835,662,0
24,25000,47806,763,0
27,30878,5000,736,0
24,53959,5000,667,1
50,106040,9491,731,1
40,57197,52838,546,0
38,85225,94252,513,0
36,80409,5000,617,0
65,94961,5000,596,0
36,33607,145180,649,0
53,117367,5000,746,1
46,25000,69207,652,0
35,57087,50254,732,1
19,74163,5000,731,1
18,105405,78596,544,0
64,130172,5000,717,1
22,105721,160458,749,0
37,131636,240790,754,1
28,41832,128473,661,0
59,122614,5000,674,1
19,115746,5000,679,1
20,25000,68189,664,0
40,66181,5000,597,0
72,99081,5000,613,0
29,54383,151825,713,0
37,31566,159894,660,0
22,159567,168533,677,0
54,79441,37873,747,1
55,80536,101727,676,0
47,25000,5000,590,0
26,50505,5000,825,1
51,39086,6944,650,1
70,118159,97303,645,1
61,95185,5000,690,1
52,52177,94212,661,0
69,97420,5000,666,1
75,64859,38162,631,1
39,84379,73990,738,0
61,84190,90592,749,0
41,91810,5000,798,1
34,86986,32292,808,1
27,91841,5000,532,0
47,125232,21593,713,1
73,100622,116534,588,0
63,61523,8968,761,1
40,71081,5000,693,1
49,124206,92514,619,0
34,79496,212816,591,0
67,60039,203861,625,0
68,49754,50913,614,0
34,85921,91640,764,0
31,40805,161090,676,0
26,126391,49303,601,0
57,33487,66905,700,0
19,134122,5000,699,1
62,63590,219437,662,0
42,31930,87500,758,0
56,82567,8618,712,1
26,36878,5000,707,1
71,76374,5000,544,0
39,51898,5000,649,1
60,112802,5000,719,1
63,80469,104266,699,0
21,27459,56089,679,0
43,51118,5000,722,1
75,103197,5000,705,1
46,126483,52528,730,1
62,73189,163878,701,0
51,33224,5000,727,1
40,117161,66714,724,1
54,103022,5000,674,1
28,127261,5000,677,1
23,86608,5000,685,1
35,54176,80119,592,0
38,95675,5000,571,0
59,88053,5000,715,1
53,52005,108746,719,0
58,82945,112920,678,0
55,67198,5000,704,1
51,104741,53755,725,1
34,94680,102501,710,0
54,32936,15323,719,0
42,28903,83632,589,0
55,71407,5000,795,1
75,76312,5000,702,1
29,105439,5000,745,1
40,95532,166959,720,0
70,133347,5000,607,0
59,56312,5000,631,1
39,54028,5000,643,1
38,36607,36761,760,0
44,104976,5000,612,0
74,75870,5000,592,0
48,25000,93916,710,0
23,83086,65897,802,1
44,85638,5000,621,1
57,69226,87985,780,0
51,86866,32623,732,1
29,26190,120972,650,0
62,140641,143439,587,0
74,90210,5000,656,1
70,25000,91170,624,0
24,74764,160784,764,0
27,91268,46771,677,1
62,30482,85057,713,0
34,96345,47997,714,0
43,142237,108353,635,1
38,49225,60679,685,0
45,92137,5000,750,1
75,83343,20303,674,1
63,113731,15135,661,1
19,70646,87102,728,0
71,32331,124147,588,0
60,111167,11786,525,0
18,34709,5000,700,1
68,147354,54497,751,1
70,97430,5000,806,1
53,51044,5000,693,1
68,119346,220567,737,0
43,74632,5000,772,1
46,66143,5000,682,1
38,47765,78285,635,0
28,25000,86564,627,0
57,99175,100286,659,0
28,25000,97188,781,0
53,43268,41648,745,1
66,92313,42488,664,1
56,54972,105164,767,0
57,81286,158687,711,0
52,26452,5000,664,1
71,61061,5000,692,1
51,81535,80234,708,1
72,36941,50390,689,0
64,142454,5000,801,1
41,49503,5000,669,1
71,130136,54214,583,0
39,68287,31007,701,0
22,25000,5000,659,1
73,29523,217525,586,0
50,82043,28008,726,1
75,116311,48483,427,0
53,145791,40637,700,1
64,80128,46933,514,0
37,27910,33018,680,0
36,86139,5000,718,1
52,41991,5000,731,1
69,90687,5000,736,1
60,37341,95017,606,0
34,25000,6058,693,1
62,127674,5000,630,1
60,65943,105545,626,0
51,76986,138087,672,0
26,114868,5000,650,1
43,150153,37754,607,0
19,103803,5000,702,1
70,79120,5086,718,1
26,93514,180754,619,0
26,63208,37355,667,0
57,76444,5000,668,1
34,80794,5000,669,1
18,43534,5000,676,1
42,75846,5000,700,1
60,89684,5000,761,1
57,95680,56340,689,0
59,92492,73509,644,1
42,25000,5000,679,1
56,124170,193657,605,0
52,120851,5000,617,0
20,71154,126223,710,0
67,93220,5000,460,0
54,66337,53995,664,0
61,105078,66004,744,1
61,42429,5000,708,1
68,128698,43377,740,1
47,103088,5000,703,1
55,104017,5046,819,1
51,70797,7367,593,0
29,25000,5000,688,1
36,110357,71831,730,1
54,25000,77358,650,0
61,110838,5000,762,1
66,44114,49362,722,0
34,25000,5000,575,0
27,75039,5000,705,1
74,122312,5000,722,1
72,36375,85281,794,0
66,138961,23965,667,1
64,101269,5000,719,1
29,81270,56852,698,1
33,57575,5000,640,1
41,60364,5000,655,1
36,92206,5000,526,0
25,108841,5000,646,1
48,51260,5000,789,1
38,42739,102315,667,0
34,66446,206240,739,0
40,130745,5000,695,1
54,26324,5000,709,1
71,120699,43956,819,1
33,76691,5000,651,1
23,25000,12179,650,0
25,56534,17991,756,1
42,99386,68396,674,1
35,147072,5000,660,1
42,25000,5000,746,1
29,25000,107717,698,0
32,25000,63553,669,0
43,120216,88237,656,1
58,25000,5000,620,1
62,134890,5000,571,0
43,123592,151301,757,0
64,82641,23284,650,1
49,49945,19941,560,0
27,77210,23419,804,1
33,99443,155599,686,0
24,93339,5000,681,1
34,144586,83716,568,0
40,64595,51115,720,0
43,25000,5000,642,1
38,25000,6110,642,1
39,25000,5000,708,1
75,82851,5000,688,1
24,65625,125713,611,0
31,76306,5000,580,0
32,53517,89944,691,0
70,30593,5000,685,1
24,99573,138593,850,0
26,25000,5000,522,0
68,42936,56852,690,0
65,106459,5000,566,0
25,38966,5000,650,1
67,90667,5000,650,1
40,42989,5000,717,1
46,56766,50305,719,0
35,97996,27707,775,1
48,25000,77574,697,0
47,104811,5000,748,1
69,76836,5000,776,1
56,125257,134153,698,0
52,83325,109196,762,0
35,32220,59912,694,0
59,144119,118869,679,1
56,35562,21872,634,0
34,65913,51214,706,1
31,113296,5000,704,1
48,25000,5000,704,1
41,132586,5000,759,1
52,28964,5000,743,1
61,56800,242957,576,0
62,86554,5000,578,0
51,73331,5000,688,1
20,106567,39044,611,0
54,25000,221796,673,0
60,104098,5000,616,0
57,107289,5000,686,1
43,116169,83720,608,0
72,25000,79195,708,0
40,25000,5000,605,0
61,61304,5000,689,1
56,25000,65832,561,0
32,25000,5694,600,0
73,59581,52999,729,0
66,84363,16452,769,1
21,186959,58106,743,1
46,96947,66385,733,1
39,145090,5000,783,1
42,73233,5000,747,1
30,97382,56695,572,0
35,69154,94846,746,0
50,182324,5000,745,1
33,47576,5000,548,0
62,53001,129929,632,0
59,106861,98452,790,1
61,83298,38437,670,0
19,58033,5000,600,0
72,113415,78025,740,1
52,73354,5000,660,1
59,73072,100080,652,0
51,84223,173740,741,0
47,25000,5000,708,0
72,25000,92435,671,0
30,118475,5000,703,1
30,47921,112188,667,0
35,69681,10277,743,1
49,139497,145826,580,0
49,71485,7786,666,1
52,66596,5000,651,1
56,110843,5000,701,1
63,51069,12155,601,0
69,123117,48907,784,1
46,110022,5000,628,1
66,148213,49638,754,1
46,47386,51049,722,0
70,129678,5000,695,1
61,97163,56272,697,1
74,25000,5000,550,0
33,25000,189985,644,0
73,43078,53929,850,0
61,86693,78985,694,0
64,92493,14372,708,1
74,72636,5000,545,0
27,72994,96880,662,0
47,69960,56390,655,1
42,116248,5000,628,1
56,25000,184051,720,0
37,85731,89026,650,0
22,42089,5000,629,1
18,38738,78450,577,0
47,122049,63731,602,0
66,35669,69622,611,0
20,69419,5000,656,1
62,153339,35692,645,1
31,108523,54165,636,1
73,56801,128552,562,0
47,60105,38208,609,0
67,25911,64495,688,0
21,127025,5000,782,1
35,115454,35382,792,1
54,102464,99365,819,1
42,106873,5000,698,1
65,44019,5000,676,1
18,25000,5000,724,1
70,97421,5000,654,1
63,110542,5000,736,1
32,139281,74985,668,1
26,66964,10311,699,1
32,61129,5000,628,1
66,65429,204327,747,0
74,101829,5000,611,0
41,63716,79965,635,0
21,72910,56637,656,1
29,108242,49854,621,0
75,49966,5000,719,1
54,130646,131612,689,0
54,100323,55558,611,0
60,25000,103517,643,0
23,54385,121094,689,0
56,25000,167093,694,0
73,67132,5000,613,0
63,55067,5000,681,1
41,108394,5000,723,1
28,39759,5000,658,1
30,90509,135734,608,0
51,97753,5000,773,1
42,85287,5000,724,1
24,120604,5000,650,1
69,157731,88562,686,1
21,79477,19789,655,1
25,91207,100664,610,0
37,39788,86080,727,0
46,34219,5000,796,1
71,116353,44794,743,1
70,111061,5000,697,1
68,33815,41290,657,0
62,25000,5000,493,0
63,49050,176688,789,0
27,69344,243074,633,0
60,58634,10417,738,1
51,81420,37916,745,1
74,111682,5000,743,1
43,93484,5000,582,0
58,96444,60896,748,1
66,25000,27410,646,0
75,25000,63703,673,0
20,43141,5000,671,1
73,49744,54213,636,0
23,108593,5000,659,1
22,39843,5000,689,1
22,101677,67324,614,0
71,43595,165725,565,0
64,26964,20641,742,1
40,28822,77186,700,0
66,165330,5000,549,0
26,42705,65486,708,0
52,102639,5000,667,1
37,25000,186376,588,0
75,131757,5000,641,1
66,88961,16412,705,1
59,85959,91932,610,0
52,91553,70195,608,0
67,95959,5000,640,1
35,107362,62786,613,0
34,51036,5000,602,0
41,48696,48105,601,0
20,76968,73942,710,0
49,102377,5000,616,0
52,72333,5000,755,1
55,105956,5000,830,1
30,99713,5000,668,1
73,66320,63216,821,1
64,25000,5000,717,1
42,54858,74515,691,0
26,144711,15406,675,1
21,88602,79183,543,0
31,49417,5000,648,1
54,85026,5000,601,0
51,102065,5000,741,1
28,49437,125764,799,0
58,124415,62249,695,1
73,94827,8919,697,1
20,31003,5000,747,1
45,109254,77688,688,1
46,58615,5000,764,1
26,67834,88848,845,0
20,34361,12851,781,1
42,100257,133441,636,0
51,69045,5000,738,1
29,101950,19762,633,1
59,52960,5000,664,1
26,48383,160256,795,0
32,45142,31668,610,0
57,90841,5000,652,1
42,47786,5000,759,1
22,66875,71123,620,0
28,54262,5000,545,0
51,92603,15742,575,0
41,25000,5000,637,1
32,84881,17228,677,1
55,144253,38099,658,1
25,124441,22124,644,1
22,50333,8707,685,1
65,94784,43246,645,1
43,87022,169992,631,0
35,133775,131910,696,1
23,25000,5000,688,1
54,119514,88001,751,1
65,64299,84080,821,0
30,45270,5000,532,0
45,44127,27458,716,1
22,25000,73001,691,0
30,50435,5000,769,1
34,31810,10752,644,1
67,82208,14185,653,1
57,98597,8425,589,0
62,64737,5277,751,1
49,134988,65374,689,1
46,53063,32119,758,1
68,62645,81146,649,0
75,56082,231610,632,0
20,98944,5000,730,1
73,102982,47415,656,0
57,94814,70686,724,0
51,70035,117354,715,0
57,25000,64756,687,0
44,62222,5000,637,1
30,134125,5000,705,1
62,115529,41716,626,1
50,86762,5000,686,1
23,59621,5000,797,1
41,74455,5000,766,1
36,59799,5000,644,1
33,122722,5000,699,1
57,41441,232140,642,0
45,111946,55223,699,1
50,53831,39245,615,0
65,127837,103560,634,1
58,92071,173863,811,0
30,45024,60933,689,0
60,62627,111404,648,0
62,103465,5000,531,0
42,55034,5000,691,1
70,75885,102734,833,0
59,54482,101202,640,0
53,145364,93696,653,1
44,152242,40046,683,1
55,133524,5000,635,1
24,70025,5000,834,1
22,58889,122405,748,0
60,43833,5000,728,1
62,136428,44900,828,1
75,112228,5000,799,1
74,114150,14705,685,1
68,65002,5000,660,1
48,25000,24031,659,0
40,25000,5000,642,1
59,77305,5000,664,1
27,54093,82386,644,0
49,49491,78745,601,0
60,88805,34490,510,0
70,115546,5000,753,1
47,46950,5000,493,0
56,25000,216445,704,0
48,47901,5000,747,1
35,33241,5000,710,1
53,98713,201967,669,0
19,74835,227009,695,0
31,150219,165930,649,0
30,104387,72547,673,1
46,147554,5000,657,1
29,25000,5000,631,1
56,25000,62491,763,0
19,84719,5000,740,1
49,79928,146129,669,0
30,70088,5000,683,1
63,78831,46034,627,1
44,30038,104299,705,0
66,97527,111012,672,0
58,104447,96690,656,1
34,27010,57236,697,0
57,60854,40217,685,1
48,63325,102638,620,0
51,48167,57249,742,0
41,28555,59826,748,0
62,75500,32750,632,0
52,85432,5000,850,1
65,50592,5000,613,0
23,31368,5000,723,1
36,91422,5000,719,1
47,44307,20359,730,0
24,62631,5000,799,1
27,57556,5000,660,1
58,124828,5000,682,1
49,46142,102164,709,0
51,144021,5000,562,0
45,105092,5000,689,1
32,147835,42927,708,1
47,101585,132935,630,0
54,66158,202866,832,0
46,38305,5000,698,1
39,60783,5000,628,1
21,134491,18984,639,1
37,73082,48168,624,1
49,101436,26407,627,1
53,83278,39324,703,0
67,84986,5000,709,1
21,86526,5000,711,1
44,94813,87224,727,0
34,42435,14577,709,1
29,64003,96680,832,0
39,87372,47902,743,1
34,81539,5000,607,0
27,56551,154257,682,0
